latency#AWSSimpleSystemsManagement_AWS::AWSSimpleSystemsManagement,latency#Servi-searc.us-west-2.elb.amazonaws.com_remote,latency#lambda_step_priceLessThan55_AWS::Lambda,latency#payforadoption_AWS::ECS::Container,latency#adoptions@services-database.us-west-2.rds.amazonaws.com_Database::SQL,latency#lambdastatusupdater_AWS::Lambda,latency#PetSite,latency#petInfo_AWS::DynamoDB::Table,latency#lambda_step_priceLessThan55,latency#Evidently_AWS::Evidently,latency#https://sqs.us-west-2.amazonaws.com/Services-sqspetadoption_AWS::SQS::Queue,latency#amazon.com_remote,latency#DynamoDB_AWS::DynamoDB,latency#servi-searc.us-west-2.elb.amazonaws.com_remote,latency#SimpleSystemsManagement_AWS::SimpleSystemsManagement,latency#lambda_step_priceGreaterThan55_AWS::Lambda::Function,latency#lambda_step_priceGreaterThan55_AWS::Lambda,latency#PGSQL Query_remote,latency#SimpleNotificationService_AWS::SimpleNotificationService,latency#www.amazon.com_remote,latency#servi-petsi.us-west-2.elb.amazonaws.com_remote,latency#lambda_step_readDDB_AWS::Lambda::Function,latency#PetSearch_client,latency#SSM_AWS::SSM,latency#petlistadoptions_AWS::ECS::Fargate,latency#petlistadoptions_client,latency#PetAdoptionStatusUpdater/prod_AWS::ApiGateway::Stage,latency#PetSearch_AWS::ECS::Fargate,latency#lambda_step_readDDB_AWS::Lambda,latency#lambdastatusupdater_AWS::Lambda::Function,latency#lambda_step_readDDB,latency#AWS::StepFunctions::StateMachine,latency#lambda_step_priceLessThan55_AWS::Lambda::Function,latency#servi-lista.us-west-2.elb.amazonaws.com_remote,availability#AWSSimpleSystemsManagement_AWS::AWSSimpleSystemsManagement,availability#Servi-searc.us-west-2.elb.amazonaws.com_remote,availability#lambda_step_priceLessThan55_AWS::Lambda,availability#payforadoption_AWS::ECS::Container,availability#adoptions@services-database.us-west-2.rds.amazonaws.com_Database::SQL,availability#lambdastatusupdater_AWS::Lambda,availability#PetSite,availability#petInfo_AWS::DynamoDB::Table,availability#lambda_step_priceLessThan55,availability#Evidently_AWS::Evidently,availability#https://sqs.us-west-2.amazonaws.com/Services-sqspetadoption_AWS::SQS::Queue,availability#amazon.com_remote,availability#DynamoDB_AWS::DynamoDB,availability#servi-searc.us-west-2.elb.amazonaws.com_remote,availability#SimpleSystemsManagement_AWS::SimpleSystemsManagement,availability#lambda_step_priceGreaterThan55_AWS::Lambda::Function,availability#lambda_step_priceGreaterThan55_AWS::Lambda,availability#PGSQL Query_remote,availability#SimpleNotificationService_AWS::SimpleNotificationService,availability#www.amazon.com_remote,availability#servi-petsi.us-west-2.elb.amazonaws.com_remote,availability#lambda_step_readDDB_AWS::Lambda::Function,availability#PetSearch_client,availability#SSM_AWS::SSM,availability#petlistadoptions_AWS::ECS::Fargate,availability#petlistadoptions_client,availability#PetAdoptionStatusUpdater/prod_AWS::ApiGateway::Stage,availability#PetSearch_AWS::ECS::Fargate,availability#lambda_step_readDDB_AWS::Lambda,availability#lambdastatusupdater_AWS::Lambda::Function,availability#lambda_step_readDDB,availability#AWS::StepFunctions::StateMachine,availability#lambda_step_priceLessThan55_AWS::Lambda::Function,availability#servi-lista.us-west-2.elb.amazonaws.com_remote,traffic,issue
0.0247946891152173,0.009132112775,2.44666679,0.19682545154,0.0037420116248208,0.0500638256599999,0.0936207616201111,0.0129168612968991,2.3327431633333333,0.2408410707666666,0.0090917298117127,0.0672541374746808,0.1360331943785714,0.0122865890598965,0.0163279782705504,3.01456014,3.60399993,0.0186924071975531,0.0215880033762765,0.1236849312796808,0.01213312149,0.4526579379714285,0.002804698943038,0.2011439459399999,0.0251392126052254,4.453659057617188e-05,0.0603616947730851,0.0075268159435681,0.4488571711285714,0.0763439751552127,0.3397691249285714,3.4322857144142853,2.448979533333333,0.0424001923266666,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,57.142857142857146,100.0,100.0,low_traffic,0
0.0229258493066666,0.005974292754,2.169250008225,0.1799082970463964,0.0036685060941631,0.0486732733029703,0.0903627086993654,0.0155293259534028,1.3850580021666667,0.3550580342333334,0.0110103021727722,0.0621612449566336,0.064793695098,0.0112184683456,0.0169745786396982,3.0088664633333333,3.56566675,0.0177734818748514,0.0199581018714851,0.1113412450688118,0.01164197921,0.3862945166090909,0.0027609777439721,0.211017847020909,0.0242649984662574,4.4864416122436526e-05,0.0588811789315841,0.0066317937516106,0.3790000784909091,0.0724440966375247,0.2857581051454546,2.494454511154545,2.037210161325,0.0386100133216666,100.0,100.0,75.0,100.0,100.0,100.0,99.80276134122288,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,63.63636363636363,75.0,100.0,low_traffic,0
0.0227423429453333,0.0097363928081304,1.1956666304,0.1860551306393269,0.0037733387584552,0.0607766039715957,0.0870362716668768,0.0136467700104294,1.0463558820333334,0.2801084518,0.0075349085909908,0.0660101682495744,0.1078100999,0.0150388191452586,0.0161671005680094,3.01265239,3.56399989,0.0173680021360638,0.0156045116320163,0.1114563510539361,0.0204406579299999,0.451740543,0.0031272361147055,0.2209708690066667,0.0221767727977068,4.876852035522461e-05,0.0711914833421276,0.0059417500718875,0.447666645,0.0897694445515957,0.3332592248333333,2.013833399616667,1.201801932566667,0.0411660250452941,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,83.33333333333333,100.0,100.0,low_traffic,0
0.0215627605227272,0.0153418214642631,3.92474999625,0.1942267907121428,0.0040254710418239,0.0526666664508823,0.0909451449070313,0.0150189841309336,1.90251398,0.3104091881999999,0.0095046805382941,0.0644554039887254,0.0964854756858333,0.012425382083851,0.0156044440353846,3.01363261,3.5816667,0.0171409845306862,0.0180300824738235,0.1242379090013725,0.013244032855,0.3602845469583333,0.0032612155457679,0.1454669832883333,0.0223182331399653,4.469476095060023e-05,0.0631764823211764,0.005722580905471,0.3519999582999999,0.0766077438836274,0.2499498327074999,3.731250003275,2.827194718571429,0.0399234890883333,100.0,100.0,25.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,33.33333333333333,28.57142857142857,100.0,low_traffic,0
0.0264646530065714,0.0108429017576065,3.603666693333333,0.2226821633640566,0.0043773651116714,0.0462708522814583,0.0975561567725544,0.0111377790480915,0.2608616352,0.06625008583,0.007412753998125,0.0648418068789583,0.0732682347183333,0.0129596974134464,0.0159671650238288,3.0161972,3.5694999625,0.0183912565267708,0.0195477058444791,0.1558659324661458,0.0126119454633333,0.37803626055,0.0025239753713619,0.2084776162724999,0.0244900426410295,4.6759843826293945e-05,0.0571041653472916,0.0062931066168902,0.3795833388416667,0.0629323596677083,0.2852117021416666,2.81924996535,3.021519256666666,0.04511164796,100.0,100.0,0.0,100.0,98.57142857142856,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,41.66666666666666,0.0,100.0,low_traffic,0
0.022440767285,0.0129916416936842,4.220333253333333,0.2050547667500952,0.0045600202340074,0.0449894829730526,0.0946093291567846,0.0139332676367808,2.36770296,0.264059782,0.0079454773340631,0.063083513150421,0.0928623676228571,0.0167345437702916,0.0168759660251363,3.0207155925,3.5587499675000003,0.0175351301783333,0.0195055961557894,0.137650477220421,0.01592087745,0.3431194424,0.0048310804356829,0.1865784781014285,0.0224548367859578,5.109906196594238e-05,0.0559157722797894,0.0061142429471462,0.4405715124571428,0.0592904910370833,0.2835406575428571,4.0746250108375,2.8381480300000006,0.0403631704785185,100.0,100.0,33.33333333333333,100.0,100.0,100.0,99.58592132505176,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,25.0,33.33333333333333,100.0,low_traffic,0
0.0204794504187755,0.0094814896525833,4.344714284285714,0.2063422967389622,0.0036481759122205,0.0531770810383333,0.1002202551481557,0.0142048990952915,0.2608616352,0.06625008583,0.0178782501423218,0.0631823887278125,0.066992902752,0.0260856789542253,0.0166666418060902,3.01513367625,3.5872499600000003,0.0178950230239583,0.0190278990473563,0.1387820318049999,0.0170972347175,0.3443374156466666,0.0093554685675368,0.1821532884953333,0.0268265096539748,5.2416324615478514e-05,0.0636145820107291,0.0093357300736585,0.3434666792,0.0783699099421649,0.2508921304866666,4.240933350853334,3.0045682533333333,0.0436847540988888,100.0,100.0,0.0,100.0,100.0,100.0,97.3360655737705,100.0,100.0,100.0,100.0,100.0,100.0,94.3661971830986,100.0,0.0,0.0,100.0,100.0,100.0,0.0,100.0,94.33962264150944,100.0,100.0,100.0,100.0,97.125,100.0,100.0,100.0,6.666666666666671,0.0,100.0,low_traffic,0
0.0247916459985,0.0101638436307142,3.681777818011112,0.2230876477411538,0.003917859560791,0.0424467933874468,0.0945512815684185,0.0135690993183218,1.7602148975400005,0.2654883861,0.0075349085909908,0.0687178931264893,0.0783140999878571,0.0167981807967692,0.0155997231909302,3.004222768,4.784285665714286,0.0166869389338947,0.0156045116320163,0.1514432582028723,0.01600694656,0.7010864858000001,0.0036842203130473,0.2395005730692857,0.0219459180445973,4.329681396484375e-05,0.0530425563718085,0.0064708635879394,0.71220000484,0.0614674116645744,0.33668782015,4.636214268571429,2.47799008505,0.0388797857771794,100.0,100.0,44.44444444444444,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,0.0,92.85714285714286,100.0,100.0,100.0,100.0,100.0,100.0,93.33333333333331,100.0,100.0,28.57142857142857,50.0,100.0,low_traffic,0
0.0223289728121428,0.0080309356947142,1.841428582585714,0.2298946796569902,0.0041032769619323,0.0468817192952688,0.101454253910334,0.0124712046126785,1.7383914960428573,0.2403026648428571,0.0075349085909908,0.0640201850487096,0.0939290722108333,0.0176812701726222,0.0198187574635265,3.00435733,3.5150001,0.0168749978425806,0.0156045116320163,0.163928301057957,0.02330303192,0.592798133175,0.004017515181703,0.3126245137325,0.0212255599773308,4.492998123168945e-05,0.0579247346392473,0.0063678577471854,0.8306667206,0.0635367234436559,0.420784830725,2.558000004883334,1.8538008371714283,0.0410400503494736,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,0.0,91.66666666666669,100.0,100.0,100.0,100.0,100.0,100.0,91.66666666666669,100.0,100.0,83.33333333333333,100.0,100.0,low_traffic,0
0.02169249653375,0.0085819256605128,1.955749985125,0.182818539899238,0.0039612964342444,0.0566105265236842,0.0905276401046584,0.0162423836293265,1.3175362313,0.2478260198833333,0.0105378552470631,0.0678474225386315,0.0635004895021428,0.0122522115678928,0.0164256746087272,3.022733366666667,3.5820000133333334,0.0172148528806315,0.0196817272545263,0.1063305528326315,0.0124090512533333,0.3253227642071429,0.0026167126792157,0.1584895338071428,0.0216415087346042,4.5698881149292e-05,0.0670631383468421,0.0062796344575496,0.3184999908142857,0.0808987441682105,0.2266488585657143,2.584071375828572,1.8255196174,0.0361109452320512,100.0,100.0,75.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,64.28571428571428,75.0,100.0,low_traffic,0
0.0223318229987878,0.0069331169112999,2.3926666551,0.223460141312549,0.0038391207197878,0.0400108643154347,0.093069014790744,0.0103284578820474,1.04017877235,0.3888995647,0.05164945125,0.0647546804391304,0.095345735545,0.0129616345645,0.0156861218501913,3.005744213333333,3.564666743333333,0.0173297410277659,0.031036019325,0.1586431705032608,0.0156610012,0.3700274626,0.0052103853213137,0.155174404345,0.0209207872816102,4.785656929016113e-05,0.0505978283620652,0.0058293218885295,0.361000001375,0.0584682684598901,0.2595458328125,2.721999985766667,2.223209059733333,0.0371230939975,100.0,100.0,66.66666666666666,100.0,100.0,100.0,98.32985386221294,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,55.55555555555556,66.66666666666666,100.0,low_traffic,0
